Filename,Duration,FileSize,NumberAlerts,NumberContext,UniqueContext,Backend,attackPath,sameSource,sameTarget,sameClass
path_2016-07-01_11:30:14_3000.xml,4878.888226032257,1190689,3000,4516,1516,orient,3,745,766,2
path_2016-07-01_11:30:14_3000.xml,4906.457207918167,1190689,3000,4516,1516,orient,3,745,766,2
path_2016-07-01_11:30:14_3000.xml,4648.342397928238,1190689,3000,4516,1516,orient,3,745,766,2
path_2016-07-01_11:30:14_4500.xml,8678.262428998947,1786880,4500,5894,1978,orient,3,990,983,2
path_2016-07-01_11:30:14_4500.xml,7608.579016447067,1786880,4500,5894,1978,orient,3,990,983,2
path_2016-07-01_11:30:14_4500.xml,9841.688653469086,1786880,4500,5894,1978,orient,3,990,983,2
path_2016-07-01_11:30:14_4500.xml,9197.891676425934,1786880,4500,5894,1978,orient,3,990,983,2
path_2016-07-01_11:30:14_4500.xml,8113.097093820572,1786880,4500,5894,1978,orient,3,990,983,2
path_2016-07-01_11:30:14_4000.xml,7072.650879144669,1588258,4000,5901,1965,orient,3,985,975,2
path_2016-07-01_11:30:14_4000.xml,7036.255264043808,1588258,4000,5901,1965,orient,3,985,975,2
path_2016-07-01_11:30:14_4000.xml,8294.430432081223,1588258,4000,5901,1965,orient,3,985,975,2
path_2016-07-01_11:30:14_4000.xml,7030.833774805069,1588258,4000,5901,1965,orient,3,985,975,2
path_2016-07-01_11:30:14_4000.xml,7033.21355175972,1588258,4000,5901,1965,orient,3,985,975,2
path_2016-07-01_11:30:14_1000.xml,335.09873366355896,396214,1000,1378,379,orient,3,260,114,2
path_2016-07-01_11:30:14_1000.xml,333.6058473587036,396214,1000,1378,379,orient,3,260,114,2
path_2016-07-01_11:30:14_1000.xml,328.54278922080994,396214,1000,1378,379,orient,3,260,114,2
path_2016-07-01_11:30:14_1000.xml,333.2310252189636,396214,1000,1378,379,orient,3,260,114,2
path_2016-07-01_11:30:14_1000.xml,331.4956376552582,396214,1000,1378,379,orient,3,260,114,2
path_2016-07-01_11:30:14_2500.xml,2454.7685565948486,991952,2500,3727,1228,orient,3,634,589,2
path_2016-07-01_11:30:14_2500.xml,2466.134852409363,991952,2500,3727,1228,orient,3,634,589,2
path_2016-07-01_11:30:14_2500.xml,2480.647534608841,991952,2500,3727,1228,orient,3,634,589,2
path_2016-07-01_11:30:14_2500.xml,2462.1633365154266,991952,2500,3727,1228,orient,3,634,589,2
path_2016-07-01_11:30:14_2500.xml,2458.5629358291626,991952,2500,3727,1228,orient,3,634,589,2
path_2016-07-01_11:30:14_5000.xml,6890.618502378464,1986565,5000,5797,1939,orient,3,963,971,2
path_2016-07-01_11:30:14_5000.xml,6914.4356825351715,1986565,5000,5797,1939,orient,3,963,971,2
