Filename,Duration,FileSize,NumberAlerts,NumberContext,UniqueContext,Backend,attackPath,sameSource,sameTarget,sameClass
dos_2016-07-04_14:03:47_1000.xml,2.751227855682373,393029,1000,991,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_1000.xml,2.7619380950927734,393029,1000,991,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_1000.xml,2.85151743888855,393029,1000,991,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_1000.xml,2.8505609035491943,393029,1000,991,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_1000.xml,2.88027024269104,393029,1000,991,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_3000.xml,9.498117685317993,1181250,3000,2933,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_3000.xml,9.377015829086304,1181250,3000,2933,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_3000.xml,9.456966638565063,1181250,3000,2933,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_3000.xml,9.365120649337769,1181250,3000,2933,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_3000.xml,9.275264024734497,1181250,3000,2933,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_2000.xml,5.812540054321289,786847,2000,1963,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_2000.xml,6.004987955093384,786847,2000,1963,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_2000.xml,5.878248453140259,786847,2000,1963,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_2000.xml,5.740349054336548,786847,2000,1963,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_2000.xml,5.94380521774292,786847,2000,1963,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_5000.xml,17.534722328186035,1969852,5000,4838,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_5000.xml,17.476394653320312,1969852,5000,4838,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_5000.xml,17.134829998016357,1969852,5000,4838,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_5000.xml,17.316497087478638,1969852,5000,4838,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_5000.xml,17.6173312664032,1969852,5000,4838,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_4500.xml,15.365782022476196,1772668,4500,4366,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_4500.xml,15.251173257827759,1772668,4500,4366,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_4500.xml,15.082285642623901,1772668,4500,4366,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_4500.xml,15.042746782302856,1772668,4500,4366,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_4500.xml,15.324612617492676,1772668,4500,4366,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_3500.xml,11.375965595245361,1378339,3500,3409,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_3500.xml,11.123970746994019,1378339,3500,3409,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_3500.xml,11.054094791412354,1378339,3500,3409,0,psql,0,0,0,0
dos_2016-07-04_14:03:47_3500.xml,11.102152347564697,1378339,3500,3409,0,psql,0,0,0,0
